Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_017909455.1	ASM1790945v1	Curtobacterium flaccumfaciens pv. flaccumfaciens	3896911	3718	3642	17
GCF_018292165.1	ASM1829216v1	Bacteroides uniformis CL03T12C37	4920161	4085	3936	71
GCF_003732525.1	ASM373252v1	Fusobacterium necrophorum subsp. funduliforme	2288480	2314	2229	14
GCF_022394675.1	ASM2239467v1	Peribacillus frigoritolerans	5568581	5342	5086	125
GCF_011801455.1	ASM1180145v1	Vibrio diabolicus	5108924	4662	4464	28
GCF_008364325.2	ASM836432v2	Serratia liquefaciens	5349947	5052	4896	38
GCF_010918895.1	ASM1091889v1	Acinetobacter schindleri	3337186	3227	3042	73
GCF_016917755.1	ASM1691775v1	Streptomyces noursei	9857535	8673	8247	332
GCF_020616615.1	ASM2061661v1	Mycobacterium ulcerans	5789332	5185	4270	863
GCF_012871055.1	ASM1287105v1	Bradyrhizobium elkanii USDA 61	9649995	9270	8880	328
GCF_018139025.1	ASM1813902v1	Cylindrospermopsis raciborskii N8	3857174	3459	3311	93
GCF_017309605.1	ASM1730960v1	Serratia ureilytica	5102941	4829	4682	27
GCF_017357445.1	ASM1735744v1	Paenarthrobacter ureafaciens	4724281	4392	4242	76
GCF_013285525.1	ASM1328552v1	Agrobacterium pusense	5375961	5112	4978	64
GCF_013372045.1	ASM1337204v1	Janthinobacterium lividum	6373589	5701	5557	22
GCF_018128265.1	ASM1812826v1	Cellulosimicrobium cellulans	4411608	4021	3938	17
GCF_016864595.1	ASM1686459v1	Rhizobium rhizogenes	6215524	5902	5758	78
GCF_003288115.1	ASM328811v1	Ligilactobacillus murinus	2290452	2291	2161	43
GCF_029457395.1	ASM2945739v1	Pseudomonas nitroreducens	6229472	5729	5622	19
GCF_003323815.1	ASM332381v1	Acinetobacter haemolyticus	3441166	3189	3061	32
GCF_005886075.1	ASM588607v1	Lactobacillus paragasseri JV-V03	2030305	2002	1882	45
GCF_020886175.1	ASM2088617v1	Comamonas thiooxydans	5620102	5202	4987	82
GCF_016064815.1	ASM1606481v1	Acinetobacter seifertii	4070688	3793	3653	45
GCF_008807735.1	ASM880773v1	Bacillus wiedmannii	5585953	5859	5527	171
GCF_020423125.1	ASM2042312v1	Aeromonas media	4531033	4197	3965	69
GCF_016599795.1	ASM1659979v1	Staphylococcus pasteuri	2484808	2447	2323	40
GCF_009933595.1	ASM993359v1	Ligilactobacillus animalis	1906794	1899	1768	45
GCF_004768745.1	ASM476874v1	Serratia nematodiphila	5256558	4992	4837	30
GCF_025758125.1	ASM2575812v1	Kosakonia cowanii	4769584	4458	4295	50
GCF_011617105.1	ASM1161710v1	Hafnia alvei	4772047	4370	4214	31
GCF_018363015.1	ASM1836301v1	Mycolicibacterium neoaurum	5756799	5518	5390	72
GCF_036700025.1	ASM3670002v1	Brevibacillus borstelensis	5602664	5413	5166	83
GCF_021378605.1	ASM2137860v1	Eggerthella lenta	3467966	3037	2963	14
GCF_013393745.1	ASM1339374v1	Mycoplasmopsis synoviae	818795	738	670	25
GCF_014295015.1	ASM1429501v1	Xenorhabdus nematophila	4275642	3908	3502	302
GCF_011045835.1	ASM1104583v1	Proteus terrae subsp. cibarius	4118748	3801	3653	36
GCF_026572315.1	ASM2657231v1	Borreliella garinii	905692	854	812	2
GCF_026571835.1	ASM2657183v1	Borreliella afzelii	906136	856	810	5
GCF_037126205.1	ASM3712620v1	Streptomyces hygroscopicus subsp. hygroscopicus	9682870	7987	7610	291
GCF_002951935.1	ASM295193v1	Paenibacillus larvae subsp. larvae	4378174	4505	4194	204
GCF_024971755.1	ASM2497175v1	Shewanella xiamenensis	5041619	4477	4296	43
GCF_020042625.1	ASM2004262v1	Enterobacter bugandensis	4734039	4490	4331	42
GCF_014109845.1	ASM1410984v1	Stenotrophomonas acidaminiphila	3848207	3486	3348	64
GCF_021733145.1	ASM2173314v1	Edwardsiella piscicida	3819771	3503	3325	51
GCF_025722975.1	ASM2572297v1	Rhodococcus aetherivorans	6558029	5958	5805	84
GCF_006378125.1	ASM637812v1	Herbaspirillum seropedicae	5392975	4818	4717	31
GCF_008693645.1	ASM869364v1	Citrobacter werkmanii	5049303	4798	4616	63
GCF_022014715.1	ASM2201471v1	Enterobacter mori	4844012	4597	4430	50
GCF_016728105.1	ASM1672810v1	Corynebacterium striatum	2904831	2728	2591	69
GCF_008831485.1	ASM883148v1	Lactobacillus acetotolerans	1683905	1662	1544	43
GCF_013347325.1	ASM1334732v1	Cupriavidus gilardii	5760010	5208	5050	82
GCF_949790605.1	SF2022_genome	Carnobacterium maltaromaticum	3502975	3238	3134	18
GCF_014843995.1	ASM1484399v1	Novacetimonas hansenii	3549186	3146	3010	59
GCF_016127455.1	ASM1612745v1	Staphylococcus equorum	2772325	2678	2565	27
GCF_007954605.1	ASM795460v1	Leuconostoc lactis	1791608	1821	1717	22
GCF_003074995.2	ASM307499v2	Edwardsiella ictaluri	3844237	3634	3275	232
GCF_002900385.1	ASM290038v1	Streptococcus parauberis	2152278	2218	2053	74
GCF_002887555.1	ASM288755v1	Dickeya zeae	4740052	4223	4080	40
GCF_030863865.1	ASM3086386v1	Streptomyces rochei	8181137	7205	6996	119
GCF_011397855.1	ASM1139785v1	Pseudomonas otitidis	6089454	5631	5523	27
GCF_022170785.1	ASM2217078v1	Rossellomorea marisflavi	4310313	4440	4268	26
GCF_025311475.1	ASM2531147v1	Ligilactobacillus agilis	2162388	2145	2006	22
GCF_020150375.1	ASM2015037v1	Hafnia paralvei	4945534	4546	4371	64
GCF_019575995.1	ASM1957599v1	Apilactobacillus kunkeei	1542216	1439	1350	7
GCF_019797925.1	ASM1979792v1	Pseudoalteromonas piscicida	5380608	4688	4516	32
GCF_003992745.1	ASM399274v1	Pectobacterium parmentieri	5227302	4890	4676	108
GCF_900327255.1	UT76	Orientia tsutsugamushi	2078193	2196	1662	494
GCF_028868935.1	ASM2886893v1	Taylorella equigenitalis	1704267	1588	1528	10
GCF_027570695.1	ASM2757069v1	Mycolicibacterium fortuitum	6413573	6172	6040	69
GCF_002892185.1	ASM289218v1	Phaeobacter inhibens	4248079	4021	3927	21
GCF_009831665.3	ASM983166v3	Serratia symbiotica	3210166	3109	2672	342
GCF_017607425.1	ASM1760742v1	Rhizorhabdus wittichii	6073182	5858	5726	73
GCF_015377145.2	2T-2-5-2v4	Pseudomonas lundensis	4934136	4584	4410	69
GCF_021432085.1	ASM2143208v1	Stutzerimonas kunmingensis	4775870	4553	4390	87
GCF_029962465.1	ASM2996246v1	Escherichia marmotae	4669757	4468	4232	117
GCF_003667885.1	ASM366788v1	Bacillus vallismortis	3958372	4065	3825	119
GCF_029625475.1	ASM2962547v1	Paenibacillus elgii	7750416	6990	6775	84
GCF_004367745.1	ASM436774v1	Herbaspirillum huttiense	5691775	5119	5012	29
GCF_003019925.1	ASM301992v1	Pluralibacter gergoviae	5408082	5098	4884	94
GCF_004337635.1	ASM433763v1	Myroides odoratimimus	3938030	3593	3426	24
GCF_020892115.1	ASM2089211v1	[Clostridium] scindens	3315593	3421	3276	72
GCF_017498585.1	ASM1749858v1	Acinetobacter towneri	2799835	2719	2539	77
GCF_003932715.1	ASM393271v1	Streptomyces tsukubensis	8019548	6625	6448	90
GCF_016127755.1	ASM1612775v1	Burkholderia ambifaria	7523597	6768	6593	84
GCF_013177355.1	ASM1317735v1	Xanthomonas axonopodis pv. vasculorum	4886779	4338	3570	656
GCF_000277895.2	ASM27789v2	Xanthomonas vasicola pv. musacearum NCPPB 4379	4837576	4283	3793	341
GCF_020735445.1	ASM2073544v1	Segatella copri DSM 18205	3551614	2998	2855	62
GCF_008245125.1	ASM824512v1	Achromobacter insolitus	6428890	5976	5875	26
GCF_018398475.1	ASM1839847v1	Pseudomonas qingdaonensis	5938989	5466	5294	78
GCF_000696345.2	ASM69634v2	Pseudomonas donghuensis	5656185	5286	5122	64
GCF_028010245.1	ASM2801024v1	Xanthomonas perforans	5162213	4515	4330	89
GCF_015689195.1	ASM1568919v1	Pectobacterium aroidearum	4995896	4475	4309	58
GCF_004103615.1	ASM410361v1	Bacillus glycinifermentans	4810226	5054	4759	183
GCF_019704495.1	ASM1970449v1	Stenotrophomonas pavanii	4615174	4253	4127	40
GCF_029772985.1	ASM2977298v1	Bacillus stercoris	4282228	4422	4108	179
GCF_019141545.1	ASM1914154v1	Paracoccus marcusii	4077279	4064	3926	76
GCF_011466855.1	ASM1146685v1	Staphylococcus agnetis	2449249	2424	2323	19
GCF_013267375.1	ASM1326737v1	Achromobacter denitrificans	6736877	6272	6171	25
GCF_020002245.1	ASM2000224v1	Bacillus badius	4289048	4391	4207	47
GCF_024362265.1	ASM2436226v1	Microbacterium liquefaciens	3712220	3652	3581	14
GCF_010993845.2	ASM1099384v2	Streptococcus canis	2157617	2110	1919	102
GCF_025311515.1	ASM2531151v1	Limosilactobacillus vaginalis	1883554	1841	1730	32
GCF_900416725.2	G1_hybrid	Chlamydia abortus	1149233	1018	948	26
GCF_002865995.1	ASM286599v1	Paraclostridium sordellii	3584812	3575	3405	9
GCF_003006415.1	ASM300641v1	Megasphaera elsdenii	2566193	2419	2325	4
GCF_018135955.1	ASM1813595v1	Francisella philomiragia	2017543	1961	1904	4
GCF_019693255.1	ASM1969325v1	Pseudomonas mandelii	6749770	6178	5994	93
GCF_008330085.1	ASM833008v1	Kosakonia radicincitans	5774740	5486	5274	94
GCF_006770325.1	ASM677032v1	Bordetella hinzii	4809490	4486	4397	14
GCF_034508895.1	ASM3450889v1	Stenotrophomonas geniculata	4486066	4126	4015	20
GCF_015034585.1	ASM1503458v1	Thermobifida fusca	3760927	3306	3213	29
GCF_014656585.1	ASM1465658v1	Lactobacillus kefiranofaciens	2173634	2157	1923	153
GCF_016467295.1	ASM1646729v1	Streptomyces murinus	8539264	7587	7374	115
GCF_016027815.1	ASM1602781v1	Delftia lacustris	7274508	6760	6597	66
GCF_030292135.1	ASM3029213v1	Bacillus albus	5889853	6053	5678	222
GCF_011066545.1	ASM1106654v1	Candidatus Kuenenia stuttgartiensis	4334932	3836	3721	63
GCF_949794035.1	EBP3064_genome	Serratia proteamaculans	5525200	5168	5003	47
GCF_011040435.1	ASM1104043v1	Pseudomonas psychrophila	5313922	4837	4673	64
GCF_009936155.1	ASM993615v1	Chromobacterium haemolyticum	5307994	4931	4795	22
GCF_019844095.1	ASM1984409v1	Erwinia persicina	4802925	4461	4290	57
GCF_012225885.1	ASM1222588v1	Bacillus tequilensis	4012371	4249	3960	168
GCF_009931595.1	ASM993159v1	Xanthomonas albilineans	3756117	3191	2995	112
GCF_018604565.1	ASM1860456v1	Exiguobacterium acetylicum	3396606	3553	3428	24
GCF_009832765.1	ASM983276v1	Lentilactobacillus hilgardii	3190226	3053	2939	35
GCF_023279165.1	ASM2327916v1	Clavibacter nebraskensis	3142110	3022	2942	25
GCF_009739535.1	ASM973953v1	Lentilactobacillus kefiri	2489034	2423	2296	48
GCF_004843545.1	ASM484354v1	Streptococcus pasteurianus	2149841	2192	2021	79
GCF_009649915.1	ASM964991v1	Kluyvera intermedia	4938529	4636	4439	79
GCF_018064205.1	ASM1806420v1	Comamonas aquatica	3969186	3748	3542	77
GCF_016027415.1	ASM1602741v1	Brevibacterium casei	3960094	3614	3531	22
GCF_005144905.1	ASM514490v1	Vibrio cyclitrophicus	5074401	4509	4281	42
GCF_019930545.1	ASM1993054v1	Sporolactobacillus terrae	3344205	3215	3088	38
GCF_025561465.1	ASM2556146v1	Staphylococcus simulans	2682239	2556	2452	25
GCF_900477945.1	45473_H02	Haemophilus haemolyticus	1934644	1864	1758	23
GCF_013460375.1	ASM1346037v1	Ehrlichia ruminantium	1505922	985	925	17
GCF_022059885.1	ASM2205988v1	Gordonia amicalis	5158374	4714	4457	198
GCF_009936175.1	ASM993617v1	Bartonella quintana	1588683	1348	1198	98
GCF_004011905.1	ASM401190v1	Gordonia alkanivorans	4979656	4536	4365	108
GCF_003351545.1	ASM335154v1	Neisseria elongata	2397276	2360	2219	65
GCF_019552005.1	ASM1955200v1	Fusobacterium vincentii	2052554	1951	1864	22
GCF_020459125.1	ASM2045912v1	Chlamydia pecorum	1113924	992	944	4
GCF_009627355.1	ASM962735v1	Bordetella holmesii	3696575	3576	3230	277
GCF_916098265.1	Cu-17-M197059	Campylobacter upsaliensis	1656401	1781	1697	28
GCF_000156995.2	ASM15699v2	Pseudomonas coronafaciens pv. oryzae str. 1_6	5714458	5170	4970	117
GCF_003351565.1	ASM335156v1	Neisseria lactamica	2200224	2256	2107	74
GCF_015168335.1	ASM1516833v1	Pseudomonas shirazica	6024098	5593	5418	75
GCF_023093875.1	ASM2309387v1	Pseudomonas chengduensis	5579170	5194	5056	57
GCF_021560075.1	ASM2156007v1	Pseudomonas juntendi	5630196	5237	5002	135
GCF_020872015.1	ASM2087201v1	Chryseobacterium arthrosphaerae	5447405	4913	4777	23
GCF_900638135.1	56433_G01	Serratia quinivorans	5376744	5045	4872	56
GCF_009931295.1	ASM993129v1	Pectobacterium odoriferum	5100258	4669	4410	152
GCF_004551575.1	ASM455157v1	Stenotrophomonas indicatrix	4639375	4210	4096	26
GCF_013122135.1	ASM1312213v1	Acinetobacter lactucae	3973648	3737	3588	54
GCF_014397415.1	ASM1439741v1	Pseudoxanthomonas mexicana	3966848	3733	3639	34
GCF_021545825.1	ASM2154582v1	Rhodanobacter denitrificans	4134749	3823	3724	39
GCF_028736055.1	ASM2873605v1	Arthrobacter agilis	3786308	3570	3488	24
GCF_037290055.1	ASM3729005v1	Lactiplantibacillus argentoratensis	3016664	2871	2752	27
GCF_002953735.1	ASM295373v1	Streptococcus pluranimalium	2065522	2076	1942	57
GCF_016584425.1	ASM1658442v1	Wolbachia endosymbiont of Drosophila melanogaster	1267783	1313	1229	43
GCF_016804005.1	ASM1680400v1	Streptomyces pratensis	8281466	7031	6744	199
GCF_014697095.1	ASM1469709v1	Vreelandella titanicae	5279693	4881	4767	32
GCF_013267435.1	ASM1326743v1	Niallia circulans	5179558	5092	4906	65
GCF_014070455.1	ASM1407045v1	Gordonia rubripertincta	5263177	4890	4773	54
GCF_005931095.1	ASM593109v1	Methylotuvimicrobium buryatense	4998879	4252	4167	28
GCF_005671335.1	ASM567133v1	Halalkalibacterium halodurans	4315604	4252	4066	78
GCF_003999335.1	ASM399933v1	Brevibacterium linens	3814300	3453	3326	64
GCF_005877035.1	ASM587703v1	Pseudoalteromonas distincta	4531445	4039	3883	21
GCF_017815575.1	ASM1781557v1	Desulfovibrio desulfuricans	3554892	3029	2945	14
GCF_018389405.1	ASM1838940v1	Xylanibacter ruminicola	3439340	2868	2774	26
GCF_002208825.2	ASM220882v2	Brevundimonas vesicularis	3345527	3432	3350	21
GCF_008694105.1	ASM869410v1	Schleiferilactobacillus harbinensis	3290626	3266	3123	56
GCF_020181435.1	ASM2018143v1	Anaerostipes caccae	3284789	3325	3221	26
GCF_001975955.2	ASM197595v2	Microbacterium oleivorans	2996750	2931	2862	13
GCF_020628455.1	ASM2062845v1	Vagococcus fluvialis	2886743	2945	2812	29
GCF_003966625.1	ASM396662v1	Staphylococcus caprae	2598513	2514	2404	30
GCF_016728725.1	ASM1672872v1	Corynebacterium amycolatum	2476115	2184	2092	21
GCF_022430525.1	ASM2243052v1	Cetobacterium somerae	2973411	2820	2691	11
GCF_003851555.1	ASM385155v1	Pseudomonas synxantha	6562330	6028	5855	80
GCF_003403135.1	ASM340313v1	Dickeya dianthicola	4909058	4465	4236	127
GCF_020412445.1	ASM2041244v1	Cellulomonas iranensis	4046676	3635	3559	22
GCF_012648005.1	ASM1264800v1	Bacillus mojavensis	4031121	4214	3959	133
GCF_011611525.1	ASM1161152v1	Komagataeibacter rhaeticus	3644828	3392	3204	135
GCF_017751225.1	ASM1775122v1	Brachyspira hyodysenteriae	3085162	2703	2652	11
GCF_009184705.1	ASM918470v1	Liquorilactobacillus mali	2611959	2581	2414	85
GCF_003454775.1	ASM345477v1	Parvimonas micra	1661863	1578	1513	9
GCF_007954525.1	ASM795452v1	Leuconostoc carnosum	1701333	1733	1640	12
GCF_020091505.1	ASM2009150v1	Bacteroides faecis	6352228	5046	4851	107
GCF_019175485.1	ASM1917548v1	Enterococcus raffinosus	4255835	4127	3984	50
GCF_949774925.1	MFUM-new	Candidatus Methylacidiphilum fumarolicum	2476671	2237	2173	11
GCF_030295285.1	ASM3029528v1	Cutibacterium granulosum	2179712	1876	1736	86
GCF_018292125.1	ASM1829212v1	Bacteroides cellulosilyticus	7271073	5614	5456	79
GCF_003172975.1	ASM317297v1	Streptococcus sobrinus	2145290	2077	1891	97
GCF_018255875.1	ASM1825587v1	Streptomyces lavendulae subsp. lavendulae	8035918	7218	6940	180
GCF_018292205.1	ASM1829220v1	Bacteroides caccae CL03T12C61	5499725	4594	4387	117
GCF_003330865.1	ASM333086v1	Streptomyces atratus	9641288	8599	7949	557
GCF_003344445.1	ASM334444v1	Streptomyces lincolnensis	9513637	8586	8291	205
GCF_003595235.1	ASM359523v1	Streptomyces griseorubiginosus	9512378	8501	8273	134
GCF_015244315.1	ASM1524431v1	Streptomyces olivaceus	8458055	7338	7076	175
GCF_012647205.1	ASM1264720v1	Pseudomonas umsongensis	6690075	6118	5931	91
GCF_017167965.1	ASM1716796v1	Pseudomonas atacamensis	5990776	5469	5337	47
GCF_036320555.1	ASM3632055v1	Chromobacterium subtsugae	4765196	4554	4407	18
GCF_030016155.2	ASM3001615v2	Xenorhabdus griffiniae	4559030	4189	3947	135
GCF_032810065.1	ASM3281006v1	Alloalcanivorax xenomutans	4528424	4178	4118	7
GCF_028596105.1	ASM2859610v1	Acidovorax temperans	4730769	4460	4240	155
GCF_014042035.1	ASM1404203v1	Bacillus haynesii	4235749	4241	4072	58
GCF_003932995.1	ASM393299v1	Brevibacterium aurantiacum	4038634	3719	3607	48
GCF_030295685.1	ASM3029568v1	Halopseudomonas aestusnigri	3839705	3544	3444	25
GCF_013488205.1	ASM1348820v1	Empedobacter falsenii	3759256	3516	3390	17
GCF_003687415.2	ASM368741v2	Glutamicibacter nicotianae	3844439	3609	3491	29
GCF_012295505.1	ASM1229550v1	Geobacillus subterraneus	3585511	3650	3365	152
GCF_003721155.3	ASM372115v4	Janibacter melonis	3481073	3354	3287	10
GCF_020079945.1	ASM2007994v1	Pantoea eucrina	3839721	3634	3462	65
GCF_021391315.1	ASM2139131v1	Cereibacter azotoformans	4442977	4394	4161	163
GCF_004328535.1	ASM432853v1	Kocuria indica	2842604	2609	2467	83
GCF_025558845.1	ASM2555884v1	Staphylococcus ureilyticus	2677037	2652	2536	35
GCF_028215975.1	ASM2821597v1	Acidithiobacillus ferriphilus	2694052	2722	2641	25
GCF_019797805.1	ASM1979780v1	Idiomarina abyssalis	2610628	2506	2433	1
GCF_023573625.1	ASM2357362v1	Micrococcus yunnanensis	2470932	2249	2155	37
GCF_029607425.2	ASM2960742v2	Spiroplasma citri	1734611	2265	2157	70
GCF_020091425.1	ASM2009142v1	Parabacteroides goldsteinii	7053599	5710	5542	72
GCF_021654795.1	ASM2165479v1	Paenibacillus dendritiformis	6547390	5875	5679	86
GCF_018128425.1	ASM1812842v1	Citrobacter sedlakii	4967243	4759	4536	107
GCF_011068345.1	ASM1106834v1	Atlantibacter hermannii	4483592	4236	4077	43
GCF_008693785.1	ASM869378v1	Roseomonas mucosa	4996294	4610	4451	79
GCF_021172025.1	ASM2117202v1	Microbacterium resistens	4011347	3806	3729	21
GCF_022369495.1	ASM2236949v1	Proteus penneri	4023090	3664	3506	46
GCF_013368775.1	ASM1336877v1	Planococcus glaciei	4091551	4023	3877	41
GCF_004768525.1	ASM476852v1	Arsenophonus nasoniae	4987107	5430	4945	381
GCF_003668795.1	ASM366879v1	Pseudoalteromonas agarivorans	4557927	4095	3921	43
GCF_022592395.1	ASM2259239v1	Moellerella wisconsensis	3935981	3590	3414	69
GCF_004803875.1	ASM480387v1	Tenacibaculum maritimum	3333272	2946	2851	16
GCF_025140615.1	ASM2514061v1	Sulfitobacter pontiacus	3499419	3440	3353	27
GCF_014879295.1	ASM1487929v1	Lentilactobacillus parabuchneri	2530379	2373	2277	18
GCF_025311495.1	ASM2531149v1	Limosilactobacillus oris	2007883	1987	1848	61
GCF_003999355.1	ASM399935v1	Lactobacillus amylolyticus	1601193	1675	1475	121
GCF_009496975.1	ASM949697v1	Fructilactobacillus sanfranciscensis	1310991	1408	1260	61
GCF_034421895.1	ASM3442189v1	Mesorhizobium huakuii	7212699	7002	6792	147
GCF_002949635.1	ASM294963v1	Nocardia cyriacigeorgica	6462637	5886	5765	58
GCF_023195735.1	ASM2319573v1	Kluyvera ascorbata	5062542	4830	4623	82
GCF_018972165.1	ASM1897216v1	Marinobacter adhaerens	4420856	4149	4064	19
GCF_008693965.1	ASM869396v1	Pseudomonas luteola	5901383	5638	5428	117
GCF_024746855.1	ASM2474685v1	Pseudoalteromonas flavipulchra	5416459	4708	4532	38
GCF_002952315.1	ASM295231v1	Erwinia pyrifoliae	4075681	3812	3519	181
GCF_006874765.1	ASM687476v1	Leptospira weilii	4381393	3990	3727	219
GCF_004116975.1	ASM411697v1	Proteus hauseri	3930735	3607	3454	43
GCF_003491405.1	ASM349140v1	Salinibacter ruber	3901694	3315	3233	32
GCF_900637985.1	54949_H01	Rothia aeria	2707814	2382	2312	9
GCF_019974115.1	ASM1997411v1	Megamonas funiformis	2310709	2233	2149	8
GCF_003614235.1	ASM361423v1	Clostridium novyi	2499078	2431	2277	32
GCF_020422925.2	ASM2042292v2	Borrelia hermsii	1161689	1096	1045	13
GCF_002209125.2	ASM220912v2	Nocardia brasiliensis	8935513	8111	7975	73
GCF_902387545.1	UHGG_MGYG-HGUT-02478	Phocaeicola dorei	5444912	4519	4299	115
GCF_013394005.1	ASM1339400v1	Furfurilactobacillus rossiae	2795601	2638	2544	18
GCF_017753665.1	ASM1775366v1	Neisseria sicca	2566407	2420	2261	82
GCF_009498695.1	ASM949869v1	Bartonella bacilliformis	1411655	1230	1131	47
GCF_024346605.1	ASM2434660v1	Rhizobium anhuiense bv. trifolii	7327117	7035	6787	184
GCF_012913625.1	ASM1291362v1	Mesorhizobium japonicum R7A	6530403	6333	6140	132
GCF_009856605.1	ASM985660v1	Trichormus variabilis 0441	7096012	5971	5820	88
GCF_003054475.1	ASM305447v1	Nodularia spumigena UHCC 0039	5386612	4721	4517	144
GCF_002887615.1	ASM288761v1	Vibrio jasicida 090810c	5989523	5402	5168	61
GCF_036346855.1	ASM3634685v1	Streptomyces europaeiscabiei	10954113	9598	9100	406
GCF_036177905.1	ASM3617790v1	Streptomyces canus	10825738	9827	9336	402
GCF_009176665.1	ASM917666v1	Bradyrhizobium ottawaense	8442078	7868	7601	209
GCF_020783455.1	ASM2078345v1	Streptomyces anulatus	8690773	7552	7332	130
GCF_018141485.1	ASM1814148v1	Streptomyces alfalfae	8278595	7240	6967	175
GCF_028768405.1	ASM2876840v1	Micromonospora chalcea	6861996	6224	6110	51
GCF_001612705.2	ASM161270v2	Pseudomonas yamanorum	6856835	6279	6147	46
GCF_023330585.1	ASM2333058v1	Pseudomonas bijieensis	6668956	5937	5811	41
GCF_900636675.1	43781_F01	Achromobacter spanius	6407029	5824	5709	45
GCF_030980095.1	ASM3098009v1	Pseudomonas canadensis	6354333	5948	5790	67
GCF_022701015.1	ASM2270101v1	Brevibacillus parabrevis	6088079	5637	5420	44
GCF_013285305.1	ASM1328530v1	Pseudomonas rhodesiae	5779157	5282	5151	44
GCF_030296975.1	ASM3029697v1	Phytobacter diazotrophicus	6057347	5865	5624	122
GCF_012029655.1	ASM1202965v1	Raoultella terrigena	5598454	5259	5048	89
GCF_008369725.1	ASM836972v1	Paenibacillus antarcticus	5415779	5008	4787	69
GCF_030123245.1	ASM3012324v1	Lysinibacillus pakistanensis	5249694	5235	5000	88
GCF_020683125.1	ASM2068312v1	Erwinia rhapontici	5164665	4781	4614	49
GCF_016861545.1	ASM1686154v1	Mycobacterium heckeshornense	4865109	4668	4404	210
GCF_024224615.1	ASM2422461v1	Atlantibacter subterranea	4778848	4551	4382	54
GCF_028473685.1	ASM2847368v1	Paraburkholderia bryophila	8171535	7265	7075	101
GCF_020971565.1	ASM2097156v1	Pectobacterium parvum	4713035	4271	4002	164
GCF_020217405.1	ASM2021740v1	Lysinibacillus capsici	4691642	4665	4470	49
GCF_016026615.1	ASM1602661v1	Aeromonas allosaccharophila	4630407	4256	4052	44
GCF_027920505.1	ASM2792050v1	Chryseobacterium gambrini	4510621	4158	4026	21
GCF_034258515.1	ASM3425851v1	Pseudarthrobacter oxydans	4440103	4047	3950	32
GCF_005862185.2	ASM586218v2	Rhizobium hidalgonense	6782610	6584	6261	260
GCF_009755585.1	ASM975558v1	Lysobacter soli	4109802	3748	3644	44
